time_stamp,hr
1.86899995803833,65
2.812999963760376,65
3.803999900817871,65
4.839000225067139,66
5.828999996185303,65
6.818999767303467,65
7.809000015258789,64
8.845999717712402,64
9.833999633789062,64
10.824000358581543,64
11.814000129699707,64
12.803999900817871,64
13.83899974822998,64
14.829000473022461,64
15.819000244140625,65
16.854000091552734,65
17.8439998626709,65
18.833999633789062,64
19.825000762939453,64
20.81399917602539,64
21.804000854492188,64
22.839000701904297,65
23.82900047302246,65
24.819000244140625,65
25.80900001525879,67
26.8439998626709,69
27.833999633789062,70
28.825000762939453,70
29.948999404907227,70
30.944000244140625,69
31.929000854492188,69
32.91899871826172,69
33.909000396728516,69
34.89899826049805,70
35.888999938964844,71
36.87900161743164,72
37.869998931884766,72
38.85900115966797,72
39.8489990234375,73
40.8390007019043,72
41.82899856567383,72
42.819000244140625,71
43.808998107910156,71
45.29399871826172,71
46.284000396728516,71
47.27399826049805,70
48.263999938964844,69
49.26599884033203,69
50.24399948120117,68
51.237998962402344,69
52.2239990234375,69
53.2140007019043,68
54.20399856567383,67
55.194000244140625,66
56.67900085449219,65
57.17399978637695,65
58.165000915527344,66
59.15599822998047,65
60.14500045776367,64
61.1349983215332,63
62.125,62
63.60900115966797,62
64.10399627685547,63
65.09500122070312,63
66.08399963378906,62
67.0739974975586,62
68.06500244140625,61
69.05400085449219,61
70.05000305175781,61
71.03500366210938,62
72.02400207519531,62
73.01499938964844,62
74.00499725341797,62
74.99400329589844,62
75.98500061035156,62
77.47000122070312,62
78.45899963378906,63
78.95500183105469,63
79.94400024414062,62
80.93499755859375,62
81.92500305175781,62
82.91400146484375,63
83.90499877929688,63
84.89399719238281,63
85.88400268554688,62
86.875,61
87.86399841308594,61
88.85399627685547,60
89.84500122070312,59
90.83399963378906,59
92.31900024414062,61
92.81500244140625,61
94.29900360107422,61
95.28900146484375,61
96.27999877929688,60
97.2699966430664,60
98.26000213623047,59
99.25,61
100.23999786376953,61
101.2300033569336,62
102.22000122070312,61
103.20999908447266,60
104.19999694824219,60
105.19000244140625,60
106.18000030517578,59
107.16999816894531,60
108.16000366210938,61
109.1500015258789,61
110.13999938964844,62
111.12999725341797,62
112.12000274658203,61
113.11000061035156,60
114.0999984741211,60
115.08999633789062,60
116.08000183105469,60
117.06999969482422,61
118.05999755859375,61
119.05000305175781,61
120.04000091552734,61
121.03299713134766,60
122.0250015258789,61
123.01000213623047,61
124.0,61
124.98999786376953,60
125.9800033569336,60
126.9749984741211,60
127.95999908447266,61
128.9499969482422,62
129.94000244140625,62
130.92999267578125,61
131.9199981689453,61
132.91000366210938,61
133.89999389648438,62
134.88999938964844,63
135.8820037841797,63
136.8699951171875,64
137.86000061035156,63
138.85000610351562,63
139.83999633789062,62
140.83200073242188,63
141.82000732421875,64
142.80999755859375,65
144.2949981689453,64
145.2899932861328,64
146.27499389648438,63
147.26499938964844,63
148.2550048828125,64
149.2449951171875,64
150.23500061035156,65
151.2259979248047,66
152.21499633789062,66
153.2050018310547,65
154.19500732421875,65
155.18499755859375,64
156.1750030517578,63
157.1649932861328,64
158.15499877929688,65
159.14500427246094,65
160.13499450683594,64
161.125,63
162.11500549316406,62
163.10499572753906,63
164.1009979248047,63
165.0850067138672,63
166.0749969482422,63
167.06500244140625,62
168.05499267578125,62
169.0449981689453,62
170.52999877929688,63
171.02499389648438,63
172.01499938964844,63
173.0050048828125,62
173.9949951171875,62
174.98500061035156,61
175.97500610351562,62
176.96499633789062,64
177.9550018310547,64
178.94500732421875,64
179.93499755859375,63
180.9250030517578,63
181.9149932861328,62
182.906005859375,62
183.89500427246094,62
184.89199829101562,61
185.875,61
186.86500549316406,60
187.85499572753906,60
188.8459930419922,60
189.8350067138672,62
190.8260040283203,63
191.81500244140625,63
193.30099487304688,63
194.2899932861328,63
195.281005859375,62
196.27099609375,61
197.26600646972656,62
198.25100708007812,62
199.24000549316406,62
200.22999572753906,62
201.2209930419922,61
202.21099853515625,61
203.69500732421875,62
204.1909942626953,62
205.17999267578125,62
206.1750030517578,62
207.16000366210938,62
208.14999389648438,62
209.14100646972656,62
210.13099670410156,63
211.12100219726562,63
212.11099243164062,63
213.10000610351562,63
214.09100341796875,63
215.08099365234375,63
216.0709991455078,63
217.06100463867188,64
218.0500030517578,64
219.04100036621094,64
220.031005859375,65
221.02099609375,66
222.01100158691406,65
223.00100708007812,65
223.99000549316406,68
224.9810028076172,73
225.9709930419922,75
226.96099853515625,79
227.9510040283203,79
228.9409942626953,80
229.93099975585938,80
230.92100524902344,80
231.91200256347656,80
232.9010009765625,81
233.89100646972656,81
234.88099670410156,80
235.87100219726562,78
236.86199951171875,78
237.8509979248047,76
238.84100341796875,74
239.83299255371094,72
240.8209991455078,71
241.81100463867188,71
243.29600524902344,71
244.28599548339844,71
245.27699279785156,71
246.26600646972656,70
247.25599670410156,69
248.24600219726562,69
249.23599243164062,68
250.2259979248047,68
251.2169952392578,67
252.20599365234375,66
253.1959991455078,66
254.19700622558594,65
255.17599487304688,65
256.1659851074219,65
257.1579895019531,65
258.14599609375,65
259.135986328125,65
260.12701416015625,64
261.1159973144531,65
262.1059875488281,65
263.09600830078125,64
264.08599853515625,64
265.0780029296875,64
266.0660095214844,64
267.0559997558594,65
268.04998779296875,66
269.0360107421875,67
270.0260009765625,67
271.0159912109375,67
272.0060119628906,67
272.9960021972656,66
273.9859924316406,66
274.97601318359375,65
275.96600341796875,66
276.95599365234375,66
277.9460144042969,66
278.9360046386719,67
279.9259948730469,67
280.9159851074219,68
281.906005859375,69
282.89599609375,70
283.885986328125,73
284.8760070800781,74
285.8659973144531,74
286.8559875488281,74
287.84600830078125,75
288.83599853515625,76
289.82598876953125,75
290.8160095214844,74
292.3080139160156,73
293.2909851074219,72
294.281005859375,70
295.27099609375,69
296.260986328125,68
297.2510070800781,67
298.2409973144531,67
299.2309875488281,66
300.22100830078125,65
301.2179870605469,64
302.2030029296875,63
303.1910095214844,63
304.1830139160156,63
305.1730041503906,63
306.1619873046875,64
307.1510009765625,64
308.1409912109375,65
309.6260070800781,65
310.1210021972656,64
311.1109924316406,63
312.10101318359375,62
313.0920104980469,62
314.08099365234375,63
315.0719909667969,63
316.0610046386719,63
317.0509948730469,63
318.0419921875,63
319.0320129394531,63
320.02099609375,63
321.0119934082031,64
322.00201416015625,63
322.9909973144531,63
323.9849853515625,62
324.97198486328125,63
325.96099853515625,63
326.95098876953125,64
327.9419860839844,65
328.9309997558594,66
329.9219970703125,65
330.9110107421875,65
331.9079895019531,65
332.8919982910156,65
333.8819885253906,66
334.87200927734375,66
335.86199951171875,65
336.85101318359375,65
337.8420104980469,64
338.83099365234375,64
339.8210144042969,64
341.3059997558594,65
342.2969970703125,65
343.2869873046875,67
344.2770080566406,68
345.2669982910156,68
346.2560119628906,69
347.24700927734375,69
348.23699951171875,69
349.22698974609375,68
350.2170104980469,67
351.2070007324219,67
352.1969909667969,67
353.1889953613281,67
354.177001953125,68
355.1700134277344,68
356.1570129394531,68
357.1470031738281,69
358.1400146484375,70
359.12701416015625,70
360.11700439453125,70
361.10699462890625,69
362.09698486328125,69
363.0929870605469,68
364.0769958496094,67
365.0669860839844,68
366.0570068359375,69
367.0469970703125,70
368.0369873046875,70
369.0270080566406,72
370.5119934082031,72
371.0069885253906,72
371.99700927734375,71
372.98699951171875,70
373.97698974609375,69
374.9670104980469,69
375.9570007324219,68
376.9469909667969,69
377.93701171875,69
378.927001953125,70
379.9169921875,71
380.9070129394531,71
381.90399169921875,70
382.8869934082031,69
383.87701416015625,67
384.86700439453125,66
385.85699462890625,65
386.84698486328125,66
387.8370056152344,67
388.8269958496094,68
390.31201171875,68
391.302001953125,68
392.2919921875,67
393.2820129394531,67
394.2720031738281,66
395.27301025390625,67
396.25201416015625,67
397.24200439453125,68
398.23199462890625,69
399.22198486328125,71
400.2120056152344,72
401.2040100097656,73
402.1919860839844,76
403.1820068359375,76
404.1719970703125,78
405.1619873046875,79
406.1520080566406,81
407.14801025390625,82
408.1319885253906,83
409.12200927734375,84
410.1130065917969,83
411.10198974609375,82
412.0920104980469,81
413.0820007324219,79
414.0719909667969,79
415.06201171875,79
416.052001953125,78
417.0419921875,76
418.0320129394531,74
419.0220031738281,73
420.0119934082031,72
421.00201416015625,71
421.99200439453125,72
422.98199462890625,73
423.97198486328125,73
424.9620056152344,71
425.9519958496094,71
426.947998046875,71
427.9320068359375,71
428.9219970703125,69
429.9119873046875,68
430.9020080566406,68
431.8919982910156,67
432.8819885253906,66
433.87200927734375,67
434.86199951171875,67
435.85198974609375,67
436.8420104980469,68
437.8320007324219,69
438.8219909667969,68
440.3070068359375,67
441.3039855957031,65
442.2879943847656,64
443.2770080566406,64
444.3039855957031,64
445.75201416015625,65
446.24700927734375,65
447.2380065917969,66
448.22698974609375,65
449.2170104980469,65
450.2080078125,65
451.1969909667969,66
452.6830139160156,65
453.177001953125,64
454.1669921875,64
455.1610107421875,63
456.14801025390625,63
457.1449890136719,63
458.12799072265625,63
459.1180114746094,65
460.60198974609375,66
461.0979919433594,66
462.0880126953125,66
463.0780029296875,65
464.0669860839844,64
465.07000732421875,64
466.0480041503906,64
467.0369873046875,65
468.02801513671875,66
469.01800537109375,66
470.00799560546875,66
470.99798583984375,65
471.9880065917969,64
472.9779968261719,64
473.9679870605469,64
474.9580078125,65
475.947998046875,66
476.9419860839844,67
477.9280090332031,67
478.9179992675781,66
479.9079895019531,64
480.89801025390625,64
481.88800048828125,64
482.87799072265625,65
483.8680114746094,65
484.8580017089844,66
485.8479919433594,65
486.8380126953125,65
487.8330078125,65
489.31298828125,66
490.3030090332031,66
491.2929992675781,67
492.2829895019531,68
493.27301025390625,68
494.26300048828125,68
495.25299072265625,71
496.2430114746094,72
497.2330017089844,72
498.2229919433594,72
499.2130126953125,70
500.697998046875,68
501.1929931640625,68
502.1830139160156,68
503.17498779296875,68
504.1629943847656,68
505.15301513671875,68
506.14300537109375,67
507.1400146484375,66
508.12298583984375,65
509.1130065917969,65
510.1029968261719,65
511.0929870605469,65
512.0830078125,66
513.072998046875,67
514.06298828125,69
515.052978515625,70
516.0430297851562,70
517.0330200195312,70
518.0230102539062,69
519.0130004882812,67
520.0029907226562,67
520.9970092773438,66
521.9829711914062,67
522.9730224609375,68
523.9630126953125,68
524.9530029296875,68
525.9459838867188,67
527.4310302734375,67
527.9229736328125,67
528.9130249023438,66
529.9030151367188,66
530.8930053710938,66
531.8829956054688,67
532.8729858398438,67
533.8629760742188,67
534.85302734375,66
535.843017578125,65
536.8330078125,65
538.3179931640625,65
539.3079833984375,64
540.2979736328125,64
541.2880249023438,64
542.2780151367188,64
543.2680053710938,64
544.2589721679688,64
545.2479858398438,65
546.2379760742188,64
547.22802734375,64
548.219970703125,63
549.2130126953125,63
550.197998046875,63
551.1920166015625,62
552.177978515625,62
553.1680297851562,62
554.1580200195312,63
555.6430053710938,64
556.1380004882812,65
557.1290283203125,65
558.1179809570312,66
559.1079711914062,67
560.0980224609375,67
561.0880126953125,68
562.0780029296875,68
563.0689697265625,68
564.0590209960938,68
565.0479736328125,68
566.0430297851562,67
567.0289916992188,66
568.0250244140625,66
569.0079956054688,66
569.9979858398438,67
570.989013671875,68
571.97900390625,69
572.9719848632812,69
573.958984375,68
574.947998046875,67
575.9390258789062,67
576.9290161132812,67
577.9180297851562,67
578.9080200195312,67
579.8980102539062,66
580.8880004882812,66
581.8790283203125,67
582.8679809570312,69
583.8579711914062,69
584.8489990234375,69
586.333984375,69
586.8289794921875,69
588.3140258789062,69
589.302978515625,69
590.2930297851562,70
591.2839965820312,70
592.2730102539062,70
593.7579956054688,71
594.2540283203125,72
595.2429809570312,72
596.2349853515625,72
597.2230224609375,72
598.2139892578125,72
599.2039794921875,70
600.1939697265625,69
601.1840209960938,68
602.176025390625,67
603.1640014648438,67
604.1539916992188,67
605.1439819335938,67
606.1339721679688,67
607.1240234375,67
608.114013671875,67
609.10400390625,67
610.093994140625,67
611.083984375,67
612.073974609375,67
613.0640258789062,67
614.0540161132812,67
615.0440063476562,67
616.0339965820312,67
617.031982421875,66
618.0139770507812,65
619.0040283203125,65
619.9940185546875,65
620.9840087890625,65
621.9739990234375,65
622.9639892578125,66
623.9539794921875,66
624.9439697265625,68
625.9429931640625,69
626.9240112304688,69
627.9190063476562,69
628.9039916992188,69
629.8939819335938,67
630.8839721679688,66
631.8740234375,65
632.8690185546875,65
633.85400390625,64
634.843994140625,63
635.833984375,62
637.3189697265625,62
638.3150024414062,62
639.2990112304688,61
640.2890014648438,61
641.2789916992188,61
642.27197265625,60
643.2589721679688,61
644.2490234375,61
645.239013671875,61
